prompt,output
"Frame: Vote

Sentence: Then-Senator Obama voted for it .

Frame Elements:
- Agent: Then-Senator Obama
- Position: for
- Issue: it

New order of frame elements: Issue, Agent, Position

",It was voted for by then-Senator Obama.
"Frame: Vote

Sentence: Then-Senator Obama voted for it .

Frame Elements:
- Agent: Then-Senator Obama
- Position: for
- Issue: it

New order of frame elements: Issue, Position, Agent

","""It for Then-Senator Obama voted."""
"Frame: Vote

Sentence: Then-Senator Obama voted for it .

Frame Elements:
- Agent: Then-Senator Obama
- Position: for
- Issue: it

New order of frame elements: Position, Agent, Issue

","For then-Senator Obama, it voted."
"Frame: Vote

Sentence: Then-Senator Obama voted for it .

Frame Elements:
- Agent: Then-Senator Obama
- Position: for
- Issue: it

New order of frame elements: Position, Issue, Agent

","For it, Then-Senator Obama voted."
"Frame: Vote

Sentence: Sen. Schumer voted for it .

Frame Elements:
- Agent: Sen. Schumer
- Position: for
- Issue: it

New order of frame elements: Agent, Issue, Position

",Sen. Schumer for it voted.
"Frame: Vote

Sentence: Sen. Schumer voted for it .

Frame Elements:
- Agent: Sen. Schumer
- Position: for
- Issue: it

New order of frame elements: Issue, Agent, Position

",It was voted for by Sen. Schumer.
"Frame: Vote

Sentence: Sen. Schumer voted for it .

Frame Elements:
- Agent: Sen. Schumer
- Position: for
- Issue: it

New order of frame elements: Issue, Position, Agent

",It was voted for by Sen. Schumer.
"Frame: Vote

Sentence: Sen. Schumer voted for it .

Frame Elements:
- Agent: Sen. Schumer
- Position: for
- Issue: it

New order of frame elements: Position, Agent, Issue

","For it, Sen. Schumer voted."
"Frame: Vote

Sentence: Sen. Schumer voted for it .

Frame Elements:
- Agent: Sen. Schumer
- Position: for
- Issue: it

New order of frame elements: Position, Issue, Agent

","For it, Sen. Schumer voted."
"Frame: Vote

Sentence: Sen. Clinton voted for it .

Frame Elements:
- Agent: Sen. Clinton
- Position: for
- Issue: it

New order of frame elements: Agent, Issue, Position

",Sen. Clinton voted for it.
"Frame: Vote

Sentence: Sen. Clinton voted for it .

Frame Elements:
- Agent: Sen. Clinton
- Position: for
- Issue: it

New order of frame elements: Issue, Agent, Position

","It, Sen. Clinton, voted for."
"Frame: Vote

Sentence: Sen. Clinton voted for it .

Frame Elements:
- Agent: Sen. Clinton
- Position: for
- Issue: it

New order of frame elements: Issue, Position, Agent

",It was voted for by Sen. Clinton.
"Frame: Vote

Sentence: Sen. Clinton voted for it .

Frame Elements:
- Agent: Sen. Clinton
- Position: for
- Issue: it

New order of frame elements: Position, Agent, Issue

","For it, Sen. Clinton voted."
"Frame: Vote

Sentence: Sen. Clinton voted for it .

Frame Elements:
- Agent: Sen. Clinton
- Position: for
- Issue: it

New order of frame elements: Position, Issue, Agent

","For it, Sen. Clinton voted."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Agent, Issue, Position, Time

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Agent, Issue, Time, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Agent, Position, Time, Issue

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Agent, Time, Issue, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Agent, Time, Position, Issue

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Agent, Position, Time

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Agent, Time, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Position, Agent, Time

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Position, Time, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Time, Agent, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Issue, Time, Position, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Agent, Issue, Time

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Agent, Time, Issue

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Issue, Agent, Time

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Issue, Time, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Time, Agent, Issue

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Position, Time, Issue, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Agent, Issue, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Agent, Position, Issue

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Issue, Agent, Position

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Issue, Position, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Position, Agent, Issue

","In 2006, for it, they voted."
"Frame: Vote

Sentence: They voted for it in 2006 .

Frame Elements:
- Agent: They
- Position: for
- Issue: it
- Time: in 2006

New order of frame elements: Time, Position, Issue, Agent

","In 2006, they voted for it."
"Frame: Vote

Sentence: U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies charge five times more for people over 50 .

Frame Elements:
- Agent: U.S. Rep. Carlos Curbelo
- Position: for
- Issue: a health care bill that will let insurance companies charge five times more for people over 50

New order of frame elements: Agent, Issue, Position

","U.S. Rep. Carlos Curbelo, a health care bill that will let insurance companies charge five times more for people over 50, voted for."
"Frame: Vote

Sentence: U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies charge five times more for people over 50 .

Frame Elements:
- Agent: U.S. Rep. Carlos Curbelo
- Position: for
- Issue: a health care bill that will let insurance companies charge five times more for people over 50

New order of frame elements: Issue, Agent, Position

",A health care bill that will let insurance companies charge five times more for people over 50 was voted for by U.S. Rep. Carlos Curbelo.
