og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(97, 131)",,"(89, 96)",,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Position, Agent, Issue

","Against a tax break to help working people, Richard Burr voted to protect tax breaks for companies that ship jobs overseas."
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .,Vote,voted,"(0, 12)","(97, 131)",,"(89, 96)",,,,,"Frame: Vote

Sentence: Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people .

Frame Elements:
- Agent: Richard Burr
- Position: against
- Issue: a tax break to help working people

New order of frame elements: Position, Issue, Agent

","Against a tax break to help working people, Richard Burr voted to protect tax breaks for companies that ship jobs overseas."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Issue, Time, Frequency

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Frequency, Issue, Time

",Roy Blunt raised his own pay 12 times while in Congress by voting.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Frequency, Time, Issue

",Roy Blunt raised his own pay 12 times while in Congress by voting.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Time, Issue, Frequency

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Agent, Time, Frequency, Issue

","Roy Blunt, while in Congress, voted 12 times to raise his own pay."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Agent, Frequency, Time

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Agent, Time, Frequency

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Frequency, Agent, Time

","To raise his own pay 12 times while in Congress, Roy Blunt voted multiple times."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Frequency, Time, Agent

","To raise his own pay, Roy Blunt voted 12 times while in Congress."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Time, Agent, Frequency

","To raise his own pay, 12 times while in Congress, Roy Blunt voted."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Issue, Time, Frequency, Agent

","To raise his own pay, while in Congress, Roy Blunt voted 12 times."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Agent, Issue, Time

",12 times Roy Blunt voted to raise his own pay while in Congress.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Agent, Time, Issue

",12 times Roy Blunt voted while in Congress to raise his own pay.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Issue, Agent, Time

",12 times Roy Blunt voted to raise his own pay while in Congress.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Issue, Time, Agent

",12 times Roy Blunt voted to raise his own pay while in Congress.
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Time, Agent, Issue

","12 times while in Congress, Roy Blunt voted to raise his own pay."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Frequency, Time, Issue, Agent

","12 times while in Congress, to raise his own pay, Roy Blunt voted."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Agent, Issue, Frequency

","While in Congress, Roy Blunt voted to raise his own pay 12 times."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Agent, Frequency, Issue

","While in Congress, Roy Blunt voted to raise his own pay 12 times."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Issue, Agent, Frequency

","While in Congress, Roy Blunt raised his own pay 12 times by voting for it."
Roy Blunt voted to raise his own pay 12 times while in Congress .,Vote,voted,"(0, 9)","(16, 36)",,,"(37, 45)","(46, 63)",,,"Frame: Vote

Sentence: Roy Blunt voted to raise his own pay 12 times while in Congress .

Frame Elements:
- Agent: Roy Blunt
- Issue: to raise his own pay
- Frequency: 12 times
- Time: while in Congress

New order of frame elements: Time, Issue, Frequency, Agent

","While in Congress, Roy Blunt voted 12 times to raise his own pay."
